364,32,457,95.37759770335244,17.62588920856901
379,55,455,72.382621361118,12.128454547552115
989,56,731,51.545996948200276,26.5382037208914
964,52,72,50.353833221023066,2.8281035054783747
248,38,228,92.09539808216513,6.7039677738844015
370,37,451,68.21795794896079,17.90660252863172
890,17,221,98.13953388890772,13.715978290818338
322,29,63,36.237572153171016,6.339702798657442
58,54,878,42.40992879931171,44.328566355870336
538,58,278,15.957846352310426,32.610271153952326
136,32,888,8.393350947353607,348.23181757732584
218,43,163,90.09514654679606,4.803893972797564
594,44,791,69.57964546933768,26.65502041381143
713,56,327,86.27235651538723,7.448301207297042
452,22,312,58.591472977220576,26.57893259880233
471,53,997,32.470491362671126,66.67426789811506
281,29,517,9.461525381252745,191.89515003828583
642,15,986,63.26342159341283,117.64137851767856
671,52,829,97.69891511470017,17.885014069617988
230,54,540,24.730263135557145,45.07996053331253
984,28,67,9.281811558638287,29.34667680156092
779,51,247,18.549933186733426,30.991697349620924
282,37,204,62.19927739633315,10.587487481682166
154,51,376,7.313695172252898,118.88269495918553
794,41,177,17.560947997378594,26.32064207125585
210,45,991,23.738759495189317,96.8306451973044
327,39,118,88.46347669949377,3.615740772788487
933,12,969,59.119830734814975,153.36309260184618
285,43,514,89.54893343384825,14.1268146802073
155,52,181,83.61943953740199,4.466839811243778
740,23,206,97.71733805715151,10.076981216385366
934,44,816,63.96532045161013,31.7260662604035
358,26,392,32.44980276838254,48.38507981502264
571,19,289,85.71771468847402,18.08804092518611
856,34,268,81.51892517840334,11.260656695042107
605,10,223,83.61943953740199,31.77243706290064
253,58,773,83.71339509045977,16.208450009968555
600,58,525,58.60486695351551,15.565606473017088
950,14,656,84.51550457655937,64.38512729049243
429,28,818,40.80980399653411,79.98971959503977
824,22,702,56.62752555819178,58.62796807328291
580,23,897,84.55046055776717,48.86635584365532
460,48,817,50.07473003378036,39.049704768904746
19,43,232,97.69891511470017,6.407007716583817
314,42,584,24.640289963572933,59.06346418075651
433,24,465,95.37759770335244,24.08845058051753
587,33,53,11.651456325106935,15.218438591557007
171,52,343,88.31418219317759,8.564676288745611
19,43,232,13.93687695301441,43.825076248029404
38,19,802,51.545996948200276,94.21809704671423
746,24,633,99.33394146943807,27.99864089776804
107,44,258,79.38191484702388,8.457584033794014
764,12,47,59.119830734814975,7.0280630420546695
690,59,779,27.74204424435877,49.98534625229965
608,55,318,84.51550457655937,7.748258918574908
699,49,770,33.10539004702668,52.31499360165428
203,18,723,4.702826255093617,937.49295993383
58,54,878,49.83727090360321,34.70394038873696
274,38,283,17.901620093731538,46.41287553817215
177,16,377,11.916134266758151,234.5278828874072
575,58,12,97.96726035462086,0.2225726215552444
256,55,345,27.74204424435877,25.45796379244617
450,33,340,18.583203034108376,56.32628202020889
52,37,716,10.134100873182117,218.89428771252054
881,31,366,32.466840947327256,39.34814820832949
312,17,428,99.93204122564389,27.701009241044222
203,18,723,36.237572153171016,111.60861567715557
756,49,430,45.6582812090336,21.890320154259424
901,44,170,89.54893343384825,4.9536031268991385
731,14,724,5.605802130827386,958.7282694563833
295,55,873,33.357318521014804,56.912966085272686
712,53,469,55.48209995532266,16.457300202153238
